paygrade,male,age,to_fem_mgr,to_male_mgr,ln_salary,id,mgr_id,month
10,Female,30,0,0,2.8952565,15,93,46
10,Female,30,0,0,2.8952565,15,93,47
10,Female,30,0,0,2.8952565,15,93,48
12,Female,40,0,0,.014469028,126,199,1
12,Female,40,0,0,.014469028,126,67,2
13,Female,40,0,0,.014469028,126,267,3
13,Female,40,0,0,.014469028,126,267,4
13,Female,40,0,0,.014469028,126,267,5
13,Female,40,0,0,.014469028,126,267,6
13,Female,40,0,0,.014469028,126,267,7
13,Female,40,1,0,.014469028,126,751,8
13,Female,40,0,0,.014469028,126,751,9
13,Female,41,0,0,.014469028,126,751,10
13,Female,41,0,0,.014469028,126,751,11
13,Female,41,0,0,.014469028,126,751,12
13,Female,41,1,0,.014469028,126,741,13
13,Female,41,0,0,.014469028,126,741,14
12,Female,41,0,0,.014469028,126,741,15
12,Female,41,0,0,.014469028,126,741,16
12,Female,41,0,0,.014469028,126,741,17
12,Female,41,0,0,.014469028,126,741,18
12,Female,41,0,0,.014469028,126,741,19
12,Female,41,0,0,.014469028,126,741,20
12,Female,41,0,0,.014469028,126,741,21
12,Female,42,0,0,.014469028,126,741,22
12,Female,42,0,0,.014469028,126,741,23
12,Female,42,0,0,.014469028,126,741,24
12,Female,42,1,0,.014469028,126,367,25
12,Female,42,0,0,.014469028,126,367,26
12,Female,42,0,0,.014469028,126,367,27
8,Female,30,0,0,.01915851,217,22,1
8,Female,30,0,0,.01915851,217,22,2
8,Female,30,0,0,.01915851,217,22,3
8,Female,30,0,0,.01915851,217,22,4
8,Female,31,0,0,.01915851,217,24,5
8,Female,31,1,0,.01915851,217,21,6
8,Female,31,0,0,.01915851,217,21,7
8,Female,31,0,0,.01915851,217,21,8
8,Female,31,0,0,.01915851,217,21,9
8,Female,31,0,0,.01915851,217,21,10
8,Female,31,0,0,.01915851,217,21,11
8,Female,31,0,0,.01915851,217,21,12
8,Female,31,0,0,.01915851,217,21,13
8,Female,31,0,0,.01915851,217,21,14
8,Female,31,0,0,.01915851,217,21,15
8,Female,31,0,0,.01915851,217,21,16
8,Female,32,0,0,.01915851,217,21,17
8,Female,32,0,0,.73620915,217,21,18
8,Female,32,0,0,.73620915,217,21,19
8,Female,32,0,0,.73620915,217,21,20
8,Female,32,0,0,.73620915,217,21,21
8,Female,32,0,0,.73620915,217,21,22
8,Female,32,0,0,.73620915,217,21,23
8,Female,32,0,0,.73620915,217,21,24
8,Female,32,0,0,.73620915,217,21,25
8,Female,32,0,0,.73620915,217,21,26
8,Female,32,0,0,.73620915,217,21,27
8,Female,32,0,0,.73620915,217,21,28
8,Female,33,0,0,.73620915,217,21,29
8,Female,33,0,0,1.1814691,217,21,30
8,Female,33,0,0,1.1814691,217,21,31
8,Female,33,0,0,1.1814691,217,21,32
8,Female,33,0,0,1.1814691,217,21,33
8,Female,33,0,0,1.1814691,217,21,34
8,Female,33,0,0,1.1814691,217,21,35
8,Female,33,0,0,1.1814691,217,21,36
8,Female,33,0,0,1.1814691,217,21,37
8,Female,33,0,0,1.1814691,217,21,38
8,Female,33,0,0,1.1814691,217,21,39
8,Female,33,0,0,1.1814691,217,21,40
9,Female,34,0,0,1.1814691,217,108,41
9,Female,34,0,0,1.1814691,217,108,42
9,Female,34,0,0,1.1814691,217,108,43
9,Female,34,0,0,1.1814691,217,108,44
9,Female,34,0,0,1.8985198,217,108,45
9,Female,34,0,0,2.157053,217,130,46
9,Female,34,0,0,2.157053,217,130,47
9,Female,34,0,0,2.157053,217,130,48
6,Female,47,0,0,.017981637,213,21,1
6,Female,47,0,0,.017981637,213,21,2
6,Female,47,0,0,.017981637,213,21,3
6,Female,47,0,0,.017981637,213,21,4
6,Female,47,0,0,.017981637,213,21,5
6,Female,47,1,0,.3579677,213,31,6
6,Female,48,0,0,.3579677,213,31,7
6,Female,48,0,0,.3579677,213,31,8
6,Female,48,0,0,.3579677,213,31,9
6,Female,48,0,0,.3579677,213,31,10
6,Female,48,0,0,.3579677,213,31,11
6,Female,48,0,0,.3579677,213,31,12
6,Female,48,0,0,.3579677,213,31,13
6,Female,48,0,0,.3579677,213,31,14
6,Female,48,0,0,.3579677,213,31,15
6,Female,48,0,0,.3579677,213,31,16
6,Female,48,0,0,.3579677,213,31,17
6,Female,48,0,0,.90493226,213,31,18
6,Female,49,0,0,.90493226,213,31,19
6,Female,49,0,0,.90493226,213,31,20
6,Female,49,0,0,.90493226,213,31,21
6,Female,49,0,0,.90493226,213,31,22
6,Female,49,0,0,.90493226,213,31,23
6,Female,49,0,0,.90493226,213,31,24
6,Female,49,0,0,.90493226,213,31,25
6,Female,49,0,0,.90493226,213,31,26
6,Female,49,0,0,.90493226,213,31,27
10,Female,34,0,0,.016500425,119,94,1
10,Female,34,0,0,.016500425,118,94,1
10,Female,34,0,0,.016500425,119,94,2
10,Female,34,0,0,.016500425,118,94,2
10,Female,34,0,0,.016500425,118,94,3
10,Female,34,0,0,.016500425,119,94,3
10,Female,34,0,0,.016500425,119,94,4
10,Female,34,0,0,.016500425,118,94,4
10,Female,34,0,0,.016500425,119,94,5
10,Female,34,0,0,.016500425,118,94,5
10,Female,34,0,0,.016500425,119,94,6
10,Female,34,0,0,.016500425,118,94,6
10,Female,34,0,0,.016500425,119,94,7
10,Female,34,0,0,.016500425,118,94,7
10,Female,35,0,0,.016500425,119,94,8
10,Female,35,0,0,.016500425,118,94,8
10,Female,35,0,0,.016500425,119,94,9
10,Female,35,0,0,.016500425,118,94,9
10,Female,35,0,0,.3564865,118,94,10
10,Female,35,0,0,.3564865,119,94,10
10,Female,35,0,0,.3564865,119,94,11
10,Female,35,0,0,.3564865,118,94,11
10,Female,35,0,0,.3564865,119,94,12
10,Female,35,0,0,.3564865,118,94,12
10,Female,35,0,0,.3564865,118,94,13
10,Female,35,0,0,.3564865,119,94,13
10,Female,35,0,0,.3564865,119,94,14
10,Female,35,0,0,.3564865,118,94,14
10,Female,35,0,0,.3564865,118,94,15
10,Female,35,0,0,.3564865,119,94,15
10,Female,35,0,0,.3564865,119,94,16
10,Female,35,0,0,.3564865,118,94,16
10,Female,35,0,0,.3564865,119,94,17
10,Female,35,0,0,.3564865,118,94,17
10,Female,35,0,0,.3564865,119,94,18
10,Female,35,0,0,.3564865,118,94,18
10,Female,35,0,0,.3564865,119,94,19
10,Female,35,0,0,.3564865,118,94,19
10,Female,36,0,0,.3564865,118,94,20
10,Female,36,0,0,.3564865,119,94,20
10,Female,36,0,0,.3564865,119,94,21
10,Female,36,0,0,.3564865,118,94,21
10,Female,36,0,0,.69647253,118,94,22
10,Female,36,0,0,.69647253,119,94,22
10,Female,36,0,0,.69647253,119,94,23
10,Female,36,0,0,.69647253,118,94,23
10,Female,36,0,0,.69647253,118,94,24
10,Female,36,0,0,.69647253,119,94,24
10,Female,36,0,0,.69647253,118,94,25
10,Female,36,0,0,.69647253,119,94,25
10,Female,36,0,0,.69647253,118,94,26
10,Female,36,0,0,.69647253,119,94,26
10,Female,36,0,0,.69647253,118,94,27
10,Female,36,0,0,.69647253,119,94,27
10,Female,36,0,0,.69647253,118,94,28
10,Female,36,0,0,.69647253,119,94,28
10,Female,36,0,0,.69647253,118,94,29
10,Female,36,0,0,.69647253,119,94,29
10,Female,36,0,0,.69647253,118,94,30
10,Female,36,0,0,.69647253,119,94,30
10,Female,36,0,0,.69647253,119,94,31
10,Female,36,0,0,.69647253,118,94,31
10,Female,37,0,0,.69647253,118,94,32
10,Female,37,0,0,.69647253,119,94,32
10,Female,37,0,0,.69647253,118,94,33
10,Female,37,0,0,.69647253,119,94,33
10,Female,37,1,0,1.0364585,118,161,34
10,Female,37,1,0,1.0364585,119,161,34
10,Female,37,0,0,1.0364585,119,161,35
10,Female,37,0,0,1.0364585,118,161,35
10,Female,37,0,0,1.0364585,118,161,36
10,Female,37,0,0,1.0364585,119,161,36
10,Female,37,0,0,1.0364585,119,161,37
10,Female,37,0,0,1.0364585,118,161,37
10,Female,37,0,0,1.0364585,118,161,38
10,Female,37,0,0,1.0364585,119,161,38
10,Female,37,0,0,1.0364585,118,161,39
10,Female,37,0,0,1.0364585,119,161,39
10,Female,37,0,0,1.0364585,118,161,40
10,Female,37,0,0,1.0364585,119,161,40
10,Female,37,0,0,1.0364585,118,161,41
10,Female,37,0,0,1.0364585,119,161,41
10,Female,37,0,0,1.0364585,119,161,42
10,Female,37,0,0,1.0364585,118,161,42
10,Female,37,0,1,1.0364585,119,90,43
10,Female,37,0,1,1.0364585,118,90,43
10,Female,38,0,0,1.0364585,119,90,44
10,Female,38,0,0,1.0364585,118,90,44
10,Female,38,0,0,1.0364585,119,90,45
10,Female,38,0,0,1.0364585,118,90,45
10,Female,38,0,0,1.4295434,119,90,46
10,Female,38,0,0,1.4295434,118,90,46
10,Female,38,0,0,1.4295434,118,90,47
10,Female,38,0,0,1.4295434,119,90,47
10,Female,38,0,0,1.4295434,119,90,48
10,Female,38,0,0,1.4295434,118,90,48
14,Female,44,0,0,.095656015,316,149,1
14,Female,44,0,0,.095656015,316,149,2
14,Female,44,0,0,.095656015,316,149,3
14,Female,44,0,0,.095656015,316,149,4
14,Female,44,0,0,.095656015,316,149,5
14,Female,45,0,0,.095656015,316,149,6
14,Female,45,0,0,.095656015,316,149,7
14,Female,45,0,0,.095656015,316,149,8
14,Female,45,0,0,.095656015,316,149,9
14,Female,45,0,0,.24202637,316,149,10
14,Female,45,0,0,.24202637,316,149,11
17,Female,45,0,0,.24202637,316,328,12
17,Female,45,0,0,.24202637,316,328,13
17,Female,45,0,0,.24202637,316,328,14
17,Female,45,0,0,.24202637,316,67,15
17,Female,45,0,0,.24202637,316,67,16
17,Female,45,0,0,.24202637,316,67,17
17,Female,46,0,0,.78899115,316,67,18
17,Female,46,0,0,.78899115,316,67,19
17,Female,46,0,0,.78899115,316,67,20
17,Female,46,0,0,.78899115,316,67,21
17,Female,46,0,0,1.1289773,316,67,22
17,Female,46,0,0,1.1289773,316,67,23
17,Female,46,0,0,1.1289773,316,67,24
17,Female,46,0,0,1.1289773,316,67,25
17,Female,46,0,0,1.1289773,316,67,26
17,Female,46,0,0,1.1289773,316,67,27
17,Female,46,0,0,1.1289773,316,67,28
17,Female,46,0,0,1.1289773,316,67,29
16,Female,47,0,0,1.1289773,316,17,30
16,Female,47,0,0,1.1289773,316,676,31
16,Female,47,0,0,1.1289773,316,676,32
16,Female,47,0,0,1.1289773,316,17,33
16,Female,47,0,0,1.4956304,316,687,34
16,Female,47,0,0,1.4956304,316,687,35
16,Female,47,0,0,1.4956304,316,687,36
16,Female,47,1,0,1.4956304,316,141,37
16,Female,47,0,0,1.4956304,316,141,38
16,Female,47,0,0,1.4956304,316,141,39
16,Female,47,0,0,1.4956304,316,141,40
16,Female,47,0,0,1.4956304,316,141,41
16,Female,48,0,0,1.4956304,316,141,42
16,Female,48,0,0,1.4956304,316,141,43
16,Female,48,0,0,1.4956304,316,141,44
16,Female,48,0,0,1.4956304,316,141,45
16,Female,48,0,0,2.2827229,316,141,46
16,Female,48,0,0,2.2827229,316,141,47
16,Female,48,0,0,2.2827229,316,141,48
8,Female,42,0,0,.079104833,303,228,1
8,Female,42,0,0,.079104833,303,228,2
8,Female,42,0,0,.079104833,303,228,3
8,Female,42,0,1,.079104833,303,241,4
8,Female,42,0,0,.079104833,303,241,5
8,Female,42,0,0,.079104833,303,241,6
8,Female,42,0,0,.079104833,303,241,7
8,Female,43,0,0,.079104833,303,241,8
8,Female,43,0,0,.079104833,303,241,9
8,Female,43,0,0,.079104833,303,241,10
8,Female,43,0,0,.079104833,303,241,11
